,Open,High,Low,Close,Adj Close,Volume,20_SMA,50_SMA,TP,std,MA-TP,BOLU,BOLD,macd,signal,hist,Supertrend,Final Lowerband,Final Upperband
568,5545.0,5593.39990234375,5481.35009765625,5498.60009765625,5498.60009765625,401195,5299.852490234375,5237.0482388200435,5524.450032552083,156.9786156225285,5293.431656901042,5607.388888146099,4979.474425655984,,,,True,5244.184678231809,
569,5529.9501953125,5549.2998046875,5495.14990234375,5532.7998046875,5532.7998046875,296245,5322.2349853515625,5246.906624348959,5525.749837239583,155.98612039341262,5316.20664876302,5628.178889549845,5004.234407976195,,,,True,5244.184678231809,
570,4790.0,4832.0,4766.64990234375,4798.5,4798.5,401478,4798.5,4798.5,4799.049967447917,,,,,,,,True,,
571,4751.0,4815.0,4618.2001953125,4659.75,4659.75,1079453,4729.125,4729.125,4697.650065104167,,,,,,,,True,,
572,4632.75,4677.4501953125,4596.0498046875,4605.35009765625,4605.35009765625,533341,4687.86669921875,4687.86669921875,4626.283365885417,,,,,,,,True,,
573,4619.89990234375,4633.35009765625,4575.0,4600.89990234375,4600.89990234375,912658,4666.125,4666.125,4603.083333333333,,,,,,,,True,,
574,4601.0,4618.64990234375,4531.2998046875,4540.4501953125,4540.4501953125,587011,4640.9900390625,4640.9900390625,4563.466634114583,,,,,,,,True,,
575,4540.0,4561.0,4489.64990234375,4510.2998046875,4510.2998046875,1112908,4619.208333333333,4619.208333333333,4520.316569010417,,,,,,,,True,,
576,4519.7001953125,4525.0,4455.0,4499.60009765625,4499.60009765625,557851,4602.121442522322,4602.121442522322,4493.200032552083,,,,,,,,True,,
577,4488.60009765625,4512.5498046875,4421.39990234375,4498.5,4498.5,518358,4589.168762207031,4589.168762207031,4477.483235677083,,,,,,,,True,,
578,4498.5,4525.0,4472.2998046875,4501.60009765625,4501.60009765625,394002,4579.438910590277,4579.438910590277,4499.63330078125,,,,,,,,True,,
579,4499.0,4554.7998046875,4461.0,4535.0498046875,4535.0498046875,423415,4575.0,4575.0,4516.949869791667,,,,,,,,True,4257.120282178604,
580,4555.9501953125,4560.0,4498.5,4510.5,4510.5,244783,4569.136363636364,4569.136363636364,4523.0,,,,,,,,True,4288.129465181767,
581,4524.7998046875,4524.9501953125,4490.0,4511.64990234375,4511.64990234375,217446,4564.3458251953125,4564.3458251953125,4508.86669921875,,,,,,,,True,4288.129465181767,
582,4555.0,4555.0,4484.7001953125,4512.4501953125,4512.4501953125,346764,4560.353853665865,4560.353853665865,4517.383463541667,,,,,,,,True,4299.225852021045,
583,4538.2998046875,4559.5,4515.4501953125,4542.7998046875,4542.7998046875,357303,4559.099993024553,4559.099993024553,4539.25,,,,,,,,True,4327.155769840535,
584,4544.60009765625,4560.0498046875,4506.2001953125,4525.7998046875,4525.7998046875,333873,4556.87998046875,4556.87998046875,4530.683268229167,,,,,,,,True,4328.947210411828,
585,4525.0,4525.7998046875,4485.60009765625,4510.9501953125,4510.9501953125,343698,4554.009368896484,4554.009368896484,4507.450032552083,,,,,,,,True,4328.947210411828,
586,4510.9501953125,4540.0,4486.10009765625,4530.75,4530.75,340257,4552.641170726103,4552.641170726103,4518.950032552083,,,,,,,,True,4328.947210411828,
587,4552.9501953125,4558.5498046875,4511.7001953125,4550.7998046875,4550.7998046875,367571,4552.538872612848,4552.538872612848,4540.349934895833,,,,,,,,True,4350.897426551966,
588,4564.89990234375,4575.0,4442.0,4467.75,4467.75,874564,4548.076300370066,4548.076300370066,4494.916666666667,,,,,,,,True,4350.897426551966,
589,4475.0,4491.9501953125,4426.0,4484.35009765625,4484.35009765625,383124,4544.889990234375,4544.889990234375,4467.433430989583,78.1612027438136,4547.269995117187,4703.592400604814,4390.94758962956,,,,True,4350.897426551966,
590,4484.35009765625,4511.0,4449.75,4507.2001953125,4507.2001953125,394391,4530.325,4543.0952380952385,4489.316731770833,53.55005354276933,4531.783333333333,4638.883440418872,4424.683226247794,,,,True,4350.897426551966,
591,4507.2001953125,4539.0,4485.0,4514.9501953125,4514.9501953125,453349,4523.085009765625,4541.81591796875,4512.9833984375,37.74171474875626,4522.55,4598.033429497513,4447.066570502488,,,,True,4350.897426551966,
592,4520.0,4590.0,4503.0498046875,4569.14990234375,4569.14990234375,300673,4521.275,4543.004352072011,4554.066569010417,30.38145839180191,4518.93916015625,4579.702076939854,4458.176243372646,,,,True,4350.897426551966,
593,4590.0,4590.39990234375,4521.0,4530.7001953125,4530.7001953125,479124,4517.7650146484375,4542.491678873698,4547.36669921875,24.52888726776832,4516.153328450521,4565.211102986058,4467.0955539149845,,,,True,4350.897426551966,
594,4540.7001953125,4548.60009765625,4513.7998046875,4540.5,4540.5,278293,4517.767504882812,4542.41201171875,4534.299967447917,22.451662637448784,4514.694995117187,4559.598320392085,4469.79166984229,,,,True,4350.897426551966,
595,4540.89990234375,4574.0,4540.0,4568.5498046875,4568.5498046875,302448,4520.680004882813,4543.417311448317,4560.849934895833,24.59478785144289,4516.721663411458,4565.911239114344,4467.532087708572,,,,True,4371.029482970623,
596,4568.5498046875,4574.39990234375,4508.89990234375,4567.14990234375,4567.14990234375,321129,4524.0574951171875,4544.2962962962965,4550.14990234375,25.00008744536206,4519.569156901041,4569.569331791766,4469.568982010317,,,,True,4371.029482970623,
597,4567.14990234375,4630.4501953125,4549.10009765625,4608.25,4608.25,435792,4529.544995117188,4546.580357142857,4595.933430989583,28.159228148900958,4525.491666666667,4581.810122964469,4469.173210368865,,,,True,4396.675919020459,
598,4619.0,4631.9501953125,4552.64990234375,4574.35009765625,4574.35009765625,473085,4533.1824951171875,4547.537934401939,4586.316731770833,30.425462360572965,4529.825838216146,4590.676762937292,4468.974913495,,,,True,4396.675919020459,
599,4583.0,4589.25,4518.60009765625,4532.85009765625,4532.85009765625,408326,4533.072509765625,4547.04833984375,4546.900065104167,30.49185395157652,4531.32334798177,4592.307055884923,4470.339640078617,,,,True,4396.675919020459,
600,232.8000030517578,236.5,230.5,233.75,229.72503662109375,6725977,233.75,233.75,233.58333333333334,,,,,,,,True,,
601,234.75,236.0,232.3000030517578,232.9499969482422,228.9387969970703,6744074,233.3499984741211,233.3499984741211,233.75,,,,,,,,True,,
602,233.0,235.39999389648438,229.3000030517578,230.25,226.28529357910156,13828141,232.31666564941406,232.31666564941406,231.6499989827474,,,,,,,,True,,
603,233.25,235.6999969482422,230.60000610351562,234.75,230.7078094482422,35271302,232.92499923706055,232.92499923706055,233.68333435058594,,,,,,,,True,,
604,234.75,236.8000030517578,234.4499969482422,234.89999389648438,230.855224609375,10749822,233.31999816894532,233.31999816894532,235.38333129882812,,,,,,,,True,,
605,234.0,235.60000610351562,233.75,234.89999389648438,230.855224609375,6132454,233.5833307902018,233.5833307902018,234.75,,,,,,,,True,,
606,236.0,236.1999969482422,230.6999969482422,233.89999389648438,229.8724365234375,6092872,233.6285683768136,233.6285683768136,233.5999959309896,,,,,,,,True,,
607,234.0,234.8000030517578,232.10000610351562,233.0500030517578,229.03707885742188,4576249,233.55624771118164,233.55624771118164,233.3166707356771,,,,,,,,True,,
608,233.6999969482422,233.89999389648438,231.10000610351562,232.3000030517578,228.3000030517578,5602132,233.41666497124567,233.41666497124567,232.43333435058594,,,,,,,,True,,
609,228.5,228.9499969482422,227.0,227.4499969482422,227.4499969482422,6904019,232.81999816894532,232.81999816894532,227.79999796549478,,,,,,,,True,215.83853125383604,
610,227.4499969482422,230.8000030517578,227.0,230.10000610351562,230.10000610351562,4955953,232.57272616299716,232.57272616299716,229.3000030517578,,,,,,,,True,216.87086007611947,
611,230.39999389648438,232.0500030517578,229.6999969482422,230.75,230.75,4280368,232.42083231608072,232.42083231608072,230.83333333333334,,,,,,,,True,219.53974485024165,
612,231.25,231.5,230.3000030517578,230.89999389648438,230.89999389648438,2524601,232.30384474534256,232.30384474534256,230.8999989827474,,,,,,,,True,220.60190448121517,
613,231.85000610351562,232.64999389648438,228.5,229.25,229.25,6378317,232.08571297781808,232.08571297781808,230.13333129882812,,,,,,,,True,220.60190448121517,
614,229.0,230.10000610351562,227.5,227.6999969482422,227.6999969482422,3890957,231.7933319091797,231.7933319091797,228.43333435058594,,,,,,,,True,220.60190448121517,
615,228.5,230.0500030517578,227.5,229.4499969482422,229.4499969482422,3360861,231.6468734741211,231.6468734741211,229.0,,,,,,,,True,220.60190448121517,
616,229.4499969482422,230.39999389648438,228.75,229.9499969482422,229.9499969482422,3112560,231.54705720789292,231.54705720789292,229.6999969482422,,,,,,,,True,220.60190448121517,
617,230.10000610351562,230.75,228.5,228.75,228.75,4086281,231.39166514078775,231.39166514078775,229.33333333333334,,,,,,,,True,220.6112341750008,
618,229.0,230.4499969482422,228.39999389648438,230.0500030517578,230.0500030517578,10403460,231.32105134662828,231.32105134662828,229.63333129882812,,,,,,,,True,220.7423323344483,
619,230.6999969482422,237.25,230.64999389648438,236.89999389648438,236.89999389648438,14869577,231.5999984741211,231.5999984741211,234.9333292643229,2.3264627696153433,231.60749944051108,236.26042497974177,226.95457390128038,,,,True,223.79682105755205,
620,238.75,248.9499969482422,238.14999389648438,247.8000030517578,247.8000030517578,24785966,232.302498626709,232.37142726353235,244.96666463216147,3.7170750856080375,232.1766660054525,239.61081617666855,224.74251583423643,,,,True,230.4777326718229,
621,249.35000610351562,255.89999389648438,247.5,255.35000610351562,255.35000610351562,19654487,233.42249908447266,233.41590811989525,252.91666666666666,5.855071032251314,233.13499933878583,244.84514140328847,221.4248572742832,,,,True,237.28248619486956,
622,255.9499969482422,257.79998779296875,252.5500030517578,255.8000030517578,255.8000030517578,13346191,234.69999923706055,234.38912963867188,255.38333129882812,7.583721486380215,234.32166595458983,249.48910892735026,219.1542229818294,,,,True,240.61128251557807,
623,256.0,274.75,254.8000030517578,274.0,274.0,72255521,236.66249923706056,236.0395825703939,267.8500010172526,10.525279951007606,236.02999928792315,257.08055918993836,214.97943938590794,,,,True,245.29011642348723,
624,274.6000061035156,284.45001220703125,270.8999938964844,282.1000061035156,282.1000061035156,41855413,239.02249984741212,237.88199951171876,279.15000406901044,14.1045576171426,238.21833292643228,266.42744816071746,210.00921769214708,,,,True,255.90990493283348,
625,284.0,284.20001220703125,277.25,278.95001220703125,278.95001220703125,14505153,241.22500076293946,239.46153846153845,280.1333414713542,16.76398988215951,240.4875,274.015479764319,206.959520235681,,,,True,259.0577348053748,
626,280.0,280.04998779296875,269.0,270.75,270.75,17547706,243.06750106811523,240.62037037037038,273.26666259765625,18.123176737900636,242.47083333333336,278.71718680913466,206.2244798575321,,,,True,259.0577348053748,
627,271.5,281.5,269.0,279.6499938964844,279.6499938964844,17607568,245.39750061035156,242.01428549630302,276.71666463216144,19.447096179682422,244.64083302815757,283.5350253875224,205.74664066879274,,,,True,259.0577348053748,
